id,year,state_abbr,race_id,population
2407,2020,NH,1,21045
2408,2020,NH,2,2197
2409,2020,NH,3,36581
2410,2020,NH,4,424
2411,2020,NH,5,39852
2412,2021,NH,0,1249067
2413,2021,NH,1,21834
2414,2021,NH,2,1988
2415,2021,NH,3,36625
2416,2021,NH,4,513
2417,2021,NH,5,50890
2418,2009,NJ,0,6073393
2419,2009,NJ,1,1175670
2420,2009,NJ,2,19312
2421,2009,NJ,3,642436
2422,2009,NJ,4,2713
2423,2009,NJ,5,152668
2424,2010,NJ,0,6074010
2425,2010,NJ,1,1176241
2426,2010,NJ,2,19683
2427,2010,NJ,3,697788
2428,2010,NJ,4,2303
2429,2010,NJ,5,174609
2430,2011,NJ,0,6095247
2431,2011,NJ,1,1180649
2432,2011,NJ,2,20490
2433,2011,NJ,3,714890
2434,2011,NJ,4,2112
2435,2011,NJ,5,192130
2436,2012,NJ,0,6121023
2437,2012,NJ,1,1187307
2438,2012,NJ,2,21702
2439,2012,NJ,3,736015
2440,2012,NJ,4,2592
2441,2012,NJ,5,208220
2442,2013,NJ,0,6108784
2443,2013,NJ,1,1197753
2444,2013,NJ,2,20482
2445,2013,NJ,3,756668
2446,2013,NJ,4,2610
2447,2013,NJ,5,217263
2448,2014,NJ,0,6094052
2449,2014,NJ,1,1201339
2450,2014,NJ,2,18921
2451,2014,NJ,3,779841
2452,2014,NJ,4,2671
2453,2014,NJ,5,220443
2454,2015,NJ,0,6083940
2455,2015,NJ,1,1202300
2456,2015,NJ,2,18335
2457,2015,NJ,3,804989
2458,2015,NJ,4,2808
2459,2015,NJ,5,223826
2460,2016,NJ,0,6075710
2461,2016,NJ,1,1207221
2462,2016,NJ,2,18470
2463,2016,NJ,3,819208
2464,2016,NJ,4,2811
2465,2016,NJ,5,225713
2466,2017,NJ,0,6085474
2467,2017,NJ,1,1207356
2468,2017,NJ,2,18006
2469,2017,NJ,3,844105
2470,2017,NJ,4,3013
2471,2017,NJ,5,229061
2472,2018,NJ,0,6031747
2473,2018,NJ,1,1196764
2474,2018,NJ,2,18649
2475,2018,NJ,3,832403
2476,2018,NJ,4,3357
2477,2018,NJ,5,230949
2478,2019,NJ,0,6018074
2479,2019,NJ,1,1194882
2480,2019,NJ,2,19711
2481,2019,NJ,3,840168
2482,2019,NJ,4,3458
2483,2019,NJ,5,243545
2484,2020,NJ,0,5820147
2485,2020,NJ,1,1189681
2486,2020,NJ,2,22288
2487,2020,NJ,3,857873
2488,2020,NJ,4,3156
2489,2020,NJ,5,427611
2490,2021,NJ,0,5787873
2491,2021,NJ,1,1225321
2492,2021,NJ,2,24719
2493,2021,NJ,3,900516
2494,2021,NJ,4,3303
2495,2021,NJ,5,617270
2496,2009,NM,0,1381186
2497,2009,NM,1,43332
2498,2009,NM,2,183098
2499,2009,NM,3,26774
2500,2009,NM,4,971
2501,2009,NM,5,63085
2502,2010,NM,0,1433955
2503,2010,NM,1,39935
2504,2010,NM,2,188217
2505,2010,NM,3,27463
2506,2010,NM,4,1088
2507,2010,NM,5,61309
2508,2011,NM,0,1467191
2509,2011,NM,1,41082
2510,2011,NM,2,188613
2511,2011,NM,3,27214
2512,2011,NM,4,1157
2513,2011,NM,5,61687
2514,2012,NM,0,1492641
2515,2012,NM,1,41634
2516,2012,NM,2,189785
2517,2012,NM,3,26855
2518,2012,NM,4,1344
2519,2012,NM,5,62839
2520,2013,NM,0,1511087
2521,2013,NM,1,42196
2522,2013,NM,2,189953
2523,2013,NM,3,28034
2524,2013,NM,4,1477
2525,2013,NM,5,63618
2526,2014,NM,0,1521876
2527,2014,NM,1,42515
2528,2014,NM,2,190350
2529,2014,NM,3,28578
2530,2014,NM,4,1271
2531,2014,NM,5,65097
2532,2015,NM,0,1524911
2533,2015,NM,1,43738
2534,2015,NM,2,190528
2535,2015,NM,3,28761
2536,2015,NM,4,1276
2537,2015,NM,5,68053
2538,2016,NM,0,1530636
2539,2016,NM,1,41957
2540,2016,NM,2,193295
2541,2016,NM,3,29168
2542,2016,NM,4,1340
2543,2016,NM,5,67797
2544,2017,NM,0,1547843
2545,2017,NM,1,42187
2546,2017,NM,2,197191
2547,2017,NM,3,29991
2548,2017,NM,4,1390
2549,2017,NM,5,68282
2550,2018,NM,0,1558886
2551,2018,NM,1,43006
2552,2018,NM,2,199896
2553,2018,NM,3,31513
2554,2018,NM,4,1514
2555,2018,NM,5,67508
2556,2019,NM,0,1565366
2557,2019,NM,1,44120
2558,2019,NM,2,199845
2559,2019,NM,3,32577
2560,2019,NM,4,1644
2561,2019,NM,5,68264
2562,2020,NM,0,1467849
2563,2020,NM,1,43476
2564,2020,NM,2,195166
2565,2020,NM,3,33695
2566,2020,NM,4,1853
2567,2020,NM,5,170302
2568,2021,NM,0,1364638
2569,2021,NM,1,44792
2570,2021,NM,2,197712
2571,2021,NM,3,34313
2572,2021,NM,4,1705
2573,2021,NM,5,261464
2574,2009,NV,0,1909349
2575,2009,NV,1,190093
2576,2009,NV,2,30501
2577,2009,NV,3,157280
2578,2009,NV,4,12409
2579,2009,NV,5,83678
2580,2010,NV,0,1938033
2581,2010,NV,1,207567
2582,2010,NV,2,28403
2583,2010,NV,3,183979
2584,2010,NV,4,15526
2585,2010,NV,5,92441
2586,2011,NV,0,1960913
2587,2011,NV,1,214360
2588,2011,NV,2,29344
2589,2011,NV,3,190079
2590,2011,NV,4,16391
2591,2011,NV,5,96094
2592,2012,NV,0,1970074
2593,2012,NV,1,218305
2594,2012,NV,2,30061
2595,2012,NV,3,196245
2596,2012,NV,4,16472
2597,2012,NV,5,103745
2598,2013,NV,0,1948808
2599,2013,NV,1,224424
2600,2013,NV,2,29446
2601,2013,NV,3,202157
2602,2013,NV,4,16841
2603,2013,NV,5,108275
2604,2014,NV,0,1935379
2605,2014,NV,1,229638
2606,2014,NV,2,30155
2607,2014,NV,3,207610
2608,2014,NV,4,17207
2609,2014,NV,5,116058
2610,2015,NV,0,1929661
2611,2015,NV,1,235721
2612,2015,NV,2,31393
2613,2015,NV,3,214846
2614,2015,NV,4,17942
2615,2015,NV,5,122935
2616,2016,NV,0,1933057
2617,2016,NV,1,243552
2618,2016,NV,2,31927
2619,2016,NV,3,222612
2620,2016,NV,4,18334
2621,2016,NV,5,129036
2622,2017,NV,0,1936453
2623,2017,NV,1,253013
2624,2017,NV,2,32426
2625,2017,NV,3,232502
2626,2017,NV,4,19019
2627,2017,NV,5,134335
2628,2018,NV,0,1935103
2629,2018,NV,1,261123
2630,2018,NV,2,35845
2631,2018,NV,3,234693
2632,2018,NV,4,19352
2633,2018,NV,5,140499
2634,2019,NV,0,1949707
2635,2019,NV,1,271005
2636,2019,NV,2,38026
2637,2019,NV,3,242267
2638,2019,NV,4,20022
2639,2019,NV,5,146408
2640,2020,NV,0,1881048
2641,2020,NV,1,282722
2642,2020,NV,2,37715
2643,2020,NV,3,252314
2644,2020,NV,4,21398
2645,2020,NV,5,228481
2646,2021,NV,0,1799601
2647,2021,NV,1,284412
2648,2021,NV,2,37850
2649,2021,NV,3,255094
2650,2021,NV,4,21810
2651,2021,NV,5,315256
2652,2009,NY,0,13031404
2653,2009,NY,1,3024739
2654,2009,NY,2,64950
2655,2009,NY,3,1319787
2656,2009,NY,4,5378
2657,2009,NY,5,358501
2658,2010,NY,0,12764402
2659,2010,NY,1,2990591
2660,2010,NY,2,66876
2661,2010,NY,3,1392380
2662,2010,NY,4,5334
2663,2010,NY,5,402373
2664,2011,NY,0,12768805
2665,2011,NY,1,3013740
2666,2011,NY,2,67766
2667,2011,NY,3,1415147
2668,2011,NY,4,6706
2669,2011,NY,5,441667
2670,2012,NY,0,12808268
2671,2012,NY,1,3037255
2672,2012,NY,2,69500
2673,2012,NY,3,1445539
2674,2012,NY,4,6477
2675,2012,NY,5,474066
2676,2013,NY,0,12779326
2677,2013,NY,1,3042152
2678,2013,NY,2,72740
2679,2013,NY,3,1479326
2680,2013,NY,4,7365
2681,2013,NY,5,510429
2682,2014,NY,0,12733518
2683,2014,NY,1,3060048
2684,2014,NY,2,74572
2685,2014,NY,3,1522549
2686,2014,NY,4,6258
2687,2014,NY,5,548262
2688,2015,NY,0,12704637
2689,2015,NY,1,3070392
2690,2015,NY,2,74793
2691,2015,NY,3,1570223
2692,2015,NY,4,6485
2693,2015,NY,5,560879
2694,2016,NY,0,12667413
2695,2016,NY,1,3073278
2696,2016,NY,2,75751
2697,2016,NY,3,1599216
2698,2016,NY,4,7528
2699,2016,NY,5,576440
2700,2017,NY,0,12638791
2701,2017,NY,1,3100685
2702,2017,NY,2,77130
2703,2017,NY,3,1652846
2704,2017,NY,4,7937
2705,2017,NY,5,590026
2706,2018,NY,0,12514949
2707,2018,NY,1,3068099
2708,2018,NY,2,79644
2709,2018,NY,3,1630341
2710,2018,NY,4,8017
2711,2018,NY,5,599183
2712,2019,NY,0,12459687
2713,2019,NY,1,3065471
2714,2019,NY,2,79512
2715,2019,NY,3,1647606
2716,2019,NY,4,8821
2717,2019,NY,5,616257
2718,2020,NY,0,12160045
2719,2020,NY,1,3002401
2720,2020,NY,2,76535
2721,2020,NY,3,1674216
2722,2020,NY,4,9376
2723,2020,NY,5,921553
2724,2021,NY,0,12215118
2725,2021,NY,1,3058846
2726,2021,NY,2,83734
2727,2021,NY,3,1739196
2728,2021,NY,4,9131
2729,2021,NY,5,1200713
2730,2009,OH,0,9669759
2731,2009,OH,1,1349893
2732,2009,OH,2,21960
2733,2009,OH,3,173463
2734,2009,OH,4,2870
2735,2009,OH,5,193106
2736,2010,OH,0,9598726
2737,2010,OH,1,1391240
2738,2010,OH,2,22785
2739,2010,OH,3,186464
2740,2010,OH,4,2162
2741,2010,OH,5,212840
2742,2011,OH,0,9592249
2743,2011,OH,1,1395378
2744,2011,OH,2,21194
2745,2011,OH,3,190485
2746,2011,OH,4,2162
2747,2011,OH,5,229242
2748,2012,OH,0,9577732
2749,2012,OH,1,1403238
2750,2012,OH,2,21447
2751,2012,OH,3,196395
2752,2012,OH,4,2164
2753,2012,OH,5,242289
2754,2013,OH,0,9569431
2755,2013,OH,1,1402897
2756,2013,OH,2,20709
2757,2013,OH,3,201394
2758,2013,OH,4,2402
2759,2013,OH,5,259004
2760,2014,OH,0,9549343
2761,2014,OH,1,1407493
2762,2014,OH,2,21077
2763,2014,OH,3,208725
2764,2014,OH,4,2893
2765,2014,OH,5,274026
2766,2015,OH,0,9538328
2767,2015,OH,1,1412045
2768,2015,OH,2,21646
2769,2015,OH,3,216170
2770,2015,OH,4,3060
2771,2015,OH,5,287212
2772,2016,OH,0,9519506
2773,2016,OH,1,1421943
2774,2016,OH,2,21459
2775,2016,OH,3,224520
2776,2016,OH,4,3248
2777,2016,OH,5,298177
2778,2017,OH,0,9503779
2779,2017,OH,1,1428230
2780,2017,OH,2,21872
2781,2017,OH,3,235878
2782,2017,OH,4,3499
2783,2017,OH,5,312772
2784,2018,OH,0,9489832
2785,2018,OH,1,1438271
2786,2018,OH,2,23563
2787,2018,OH,3,249741
2788,2018,OH,4,3591
2789,2018,OH,5,327089
2790,2019,OH,0,9476047
2791,2019,OH,1,1446193
2792,2019,OH,2,22816
2793,2019,OH,3,258199
2794,2019,OH,4,3880
2795,2019,OH,5,335426
2796,2020,OH,0,9394878
2797,2020,OH,1,1442655
2798,2020,OH,2,20442
2799,2020,OH,3,268527
2800,2020,OH,4,3907
2801,2020,OH,5,415149
2802,2021,OH,0,9374538
2803,2021,OH,1,1452530
2804,2021,OH,2,18416
2805,2021,OH,3,276828
2806,2021,OH,4,3899
2807,2021,OH,5,502392
2808,2009,OK,0,2720673
2809,2009,OK,1,264756
2810,2009,OK,2,239130
2811,2009,OK,3,57788
2812,2009,OK,4,3565
2813,2009,OK,5,228236
2814,2010,OK,0,2720135
2815,2010,OK,1,267179
2816,2010,OK,2,259809
2817,2010,OK,3,61581
2818,2010,OK,4,3967
2819,2010,OK,5,263896
2820,2011,OK,0,2743563
2821,2011,OK,1,270192
2822,2011,OK,2,258295
2823,2011,OK,3,63471
2824,2011,OK,4,4257
2825,2011,OK,5,277969
2826,2012,OK,0,2766297
2827,2012,OK,1,270993
2828,2012,OK,2,261060
2829,2012,OK,3,65643
2830,2012,OK,4,4271
2831,2012,OK,5,287641
2832,2013,OK,0,2783609
2833,2013,OK,1,273421
2834,2013,OK,2,266509
2835,2013,OK,3,68161
2836,2013,OK,4,4283
2837,2013,OK,5,293976
2838,2014,OK,0,2799122
2839,2014,OK,1,277007
2840,2014,OK,2,274099
2841,2014,OK,3,71396
2842,2014,OK,4,4390
2843,2014,OK,5,296110
2844,2015,OK,0,2813794
2845,2015,OK,1,278571
2846,2015,OK,2,279276
2847,2015,OK,3,74570
2848,2015,OK,4,4701
2849,2015,OK,5,299936
2850,2016,OK,0,2823497
2851,2016,OK,1,281295
2852,2016,OK,2,286231
2853,2016,OK,3,77541
2854,2016,OK,4,4969
2855,2016,OK,5,299764
2856,2017,OK,0,2828569
2857,2017,OK,1,283821
2858,2017,OK,2,289871
2859,2017,OK,3,80670
2860,2017,OK,4,5543
2861,2017,OK,5,302091
2862,2018,OK,0,2837772
2863,2018,OK,1,287959
2864,2018,OK,2,294676
2865,2018,OK,3,83392
2866,2018,OK,4,4471
2867,2018,OK,5,303110
2868,2019,OK,0,2844070
2869,2019,OK,1,286356
2870,2019,OK,2,299621
2871,2019,OK,3,85239
2872,2019,OK,4,6260
2873,2019,OK,5,304615
2874,2020,OK,0,2809793
2875,2020,OK,1,287856
2876,2020,OK,2,303791
2877,2020,OK,3,87033
2878,2020,OK,4,6418
2879,2020,OK,5,344837
2880,2021,OK,0,2752553
2881,2021,OK,1,284536
2882,2021,OK,2,303792
2883,2021,OK,3,88601
2884,2021,OK,4,6760
2885,2021,OK,5,393387
2886,2009,OR,0,3214583
2887,2009,OR,1,64995
2888,2009,OR,2,59700
2889,2009,OR,3,129932
2890,2009,OR,4,9685
2891,2009,OR,5,123818
2892,2010,OR,0,3220250
2893,2010,OR,1,66427
2894,2010,OR,2,60612
2895,2010,OR,3,135518
2896,2010,OR,4,12100
2897,2010,OR,5,131193
2898,2011,OR,0,3245856
2899,2011,OR,1,68155
2900,2011,OR,2,57114
2901,2011,OR,3,139258
2902,2011,OR,4,13447
2903,2011,OR,5,135010
2904,2012,OR,0,3272707
2905,2012,OR,1,69377
2906,2012,OR,2,52637
2907,2012,OR,3,143652
2908,2012,OR,4,14132
2909,2012,OR,5,140039
2910,2013,OR,0,3297149
2911,2013,OR,1,70328
2912,2013,OR,2,47411
2913,2013,OR,3,147986
2914,2013,OR,4,14993
2915,2013,OR,5,145854
2916,2014,OR,0,3317668
2917,2014,OR,1,70700
2918,2014,OR,2,47155
2919,2014,OR,3,152259
2920,2014,OR,4,14513
2921,2014,OR,5,153814
2922,2015,OR,0,3352941
2923,2015,OR,1,72837
2924,2015,OR,2,46258
2925,2015,OR,3,156695
2926,2015,OR,4,15042
2927,2015,OR,5,162793
2928,2016,OR,0,3387825
2929,2016,OR,1,74012
2930,2016,OR,2,45233
2931,2016,OR,3,160155
2932,2016,OR,4,14936
2933,2016,OR,5,175541
2934,2017,OR,0,3416776
2935,2017,OR,1,76347
2936,2017,OR,2,45332
2937,2017,OR,3,166351
2938,2017,OR,4,15157
2939,2017,OR,5,184164
2940,2018,OR,0,3445933
2941,2018,OR,1,77789
2942,2018,OR,2,46961
2943,2018,OR,3,174510
2944,2018,OR,4,16006
2945,2018,OR,5,193660
2946,2019,OR,0,3480920
2947,2019,OR,1,78679
2948,2019,OR,2,48060
2949,2019,OR,3,180580
2950,2019,OR,4,16625
2951,2019,OR,5,198352
2952,2020,OR,0,3449081
2953,2020,OR,1,79117
2954,2020,OR,2,45683
2955,2020,OR,3,187801
2956,2020,OR,4,16445
2957,2020,OR,5,257972
2958,2021,OR,0,3394838
2959,2021,OR,1,77913
2960,2021,OR,2,46075
2961,2021,OR,3,186724
2962,2021,OR,4,17272
2963,2021,OR,5,325612
2964,2009,PA,0,10482799
2965,2009,PA,1,1300350
2966,2009,PA,2,16740
2967,2009,PA,3,296150
2968,2009,PA,4,3026
2969,2009,PA,5,168386
2970,2010,PA,0,10460096
2971,2010,PA,1,1347052
2972,2010,PA,2,18205
2973,2010,PA,3,332435
2974,2010,PA,4,3012
2975,2010,PA,5,196836
2976,2011,PA,0,10473096
2977,2011,PA,1,1358759
2978,2011,PA,2,18065
2979,2011,PA,3,341880
2980,2011,PA,4,2785
2981,2011,PA,5,215515
2982,2012,PA,0,10475818
2983,2012,PA,1,1372144
2984,2012,PA,2,19247
2985,2012,PA,3,351626
2986,2012,PA,4,3821
2987,2012,PA,5,232597
2988,2013,PA,0,10467433
2989,2013,PA,1,1385799
2990,2013,PA,2,20258
2991,2013,PA,3,363967
2992,2013,PA,4,3510
2993,2013,PA,5,243574
2994,2014,PA,0,10449680
2995,2014,PA,1,1395718
2996,2014,PA,2,22951
2997,2014,PA,3,377735
2998,2014,PA,4,3740
2999,2014,PA,5,259758
3000,2015,PA,0,10430142
3001,2015,PA,1,1403143
3002,2015,PA,2,23641
3003,2015,PA,3,392595
3004,2015,PA,4,4279
3005,2015,PA,5,272689
3006,2016,PA,0,10402743
3007,2016,PA,1,1410563
3008,2016,PA,2,24947
3009,2016,PA,3,401979
3010,2016,PA,4,4463
3011,2016,PA,5,285768
3012,2017,PA,0,10378174
3013,2017,PA,1,1417611
3014,2017,PA,2,24995
3015,2017,PA,3,417525
3016,2017,PA,4,3665
3017,2017,PA,5,297320
3018,2018,PA,0,10341442
3019,2018,PA,1,1423319
3020,2018,PA,2,24847
3021,2018,PA,3,427892
3022,2018,PA,4,4107
3023,2018,PA,5,310880
3024,2019,PA,0,10300602
3025,2019,PA,1,1430664
3026,2019,PA,2,24691
3027,2019,PA,3,436324
3028,2019,PA,4,4198
3029,2019,PA,5,319874
3030,2020,PA,0,10155004
3031,2020,PA,1,1419582
3032,2020,PA,2,20798
3033,2020,PA,3,449320
3034,2020,PA,4,4268
3035,2020,PA,5,433025
3036,2021,PA,0,10153752
3037,2021,PA,1,1425210
3038,2021,PA,2,20511
3039,2021,PA,3,460932
3040,2021,PA,4,4426
3041,2021,PA,5,555201
3042,2009,RI,0,875224
3043,2009,RI,1,57658
3044,2009,RI,2,4520
3045,2009,RI,3,29067
3046,2009,RI,4,257
3047,2009,RI,5,21168
3048,2010,RI,0,866678
3049,2010,RI,1,62082
3050,2010,RI,2,4521
3051,2010,RI,3,30991
3052,2010,RI,4,357
3053,2010,RI,5,23479
3054,2011,RI,0,863294
3055,2011,RI,1,62682
3056,2011,RI,2,4606
3057,2011,RI,3,31476
3058,2011,RI,4,459
3059,2011,RI,5,25028
3060,2012,RI,0,859686
3061,2012,RI,1,64711
3062,2012,RI,2,4784
3063,2012,RI,3,31863
3064,2012,RI,4,350
3065,2012,RI,5,26786
3066,2013,RI,0,855594
3067,2013,RI,1,66569
3068,2013,RI,2,4616
3069,2013,RI,3,32384
3070,2013,RI,4,383
3071,2013,RI,5,27547
3072,2014,RI,0,856605
3073,2014,RI,1,66827
3074,2014,RI,2,4951
3075,2014,RI,3,32994
3076,2014,RI,4,536
3077,2014,RI,5,29345
3078,2015,RI,0,854859
3079,2015,RI,1,68243
3080,2015,RI,2,5106
3081,2015,RI,3,34213
3082,2015,RI,4,373
3083,2015,RI,5,29782
3084,2016,RI,0,854026
3085,2016,RI,1,68886
3086,2016,RI,2,5130
3087,2016,RI,3,34598
3088,2016,RI,4,575
3089,2016,RI,5,30058
3090,2017,RI,0,854801
3091,2017,RI,1,68346
3092,2017,RI,2,5413
3093,2017,RI,3,35556
3094,2017,RI,4,759
3095,2017,RI,5,31296
3096,2018,RI,0,854502
3097,2018,RI,1,69254
3098,2018,RI,2,5484
3099,2018,RI,3,35663
3100,2018,RI,4,863
3101,2018,RI,5,32709
3102,2019,RI,0,850597
3103,2019,RI,1,71561
3104,2019,RI,2,5277
3105,2019,RI,3,35958
3106,2019,RI,4,810
3107,2019,RI,5,35221
3108,2020,RI,0,835608
3109,2020,RI,1,69196
3110,2020,RI,2,4344
3111,2020,RI,3,36536
3112,2020,RI,4,790
3113,2020,RI,5,52321
3114,2021,RI,0,841181
3115,2021,RI,1,69398
3116,2021,RI,2,4437
3117,2021,RI,3,37701
3118,2021,RI,4,689
3119,2021,RI,5,71968
3120,2009,SC,0,2977453
3121,2009,SC,1,1245855
3122,2009,SC,2,13825
3123,2009,SC,3,53258
3124,2009,SC,4,2130
3125,2009,SC,5,58451
3126,2010,SC,0,3034000
3127,2010,SC,1,1269484
3128,2010,SC,2,14095
3129,2010,SC,3,54288
3130,2010,SC,4,2053
3131,2010,SC,5,66819
3132,2011,SC,0,3075318
3133,2011,SC,1,1281627
3134,2011,SC,2,14939
3135,2011,SC,3,56575
3136,2011,SC,4,1920
3137,2011,SC,5,72080
3138,2012,SC,0,3108466
3139,2012,SC,1,1290704
3140,2012,SC,2,15122
3141,2012,SC,3,57635
3142,2012,SC,4,1791
3143,2012,SC,5,81422
3144,2013,SC,0,3144146
3145,2013,SC,1,1298534
3146,2013,SC,2,14732
3147,2013,SC,3,61097
3148,2013,SC,4,2128
3149,2013,SC,5,84835
3150,2014,SC,0,3176381
3151,2014,SC,1,1305347
3152,2014,SC,2,15137
3153,2014,SC,3,63199
3154,2014,SC,4,2326
3155,2014,SC,5,90899
3156,2015,SC,0,3210708
3157,2015,SC,1,1315058
3158,2015,SC,2,14966
3159,2015,SC,3,66982
3160,2015,SC,4,2588
3161,2015,SC,5,93950
3162,2016,SC,0,3252252
3163,2016,SC,1,1322368
3164,2016,SC,2,15417
3165,2016,SC,3,68553
3166,2016,SC,4,2784
3167,2016,SC,5,100082
3168,2017,SC,0,3292598
3169,2017,SC,1,1332110
3170,2017,SC,2,14992
3171,2017,SC,3,71994
3172,2017,SC,4,3015
3173,2017,SC,5,104407
3174,2018,SC,0,3332986
3175,2018,SC,1,1339360
3176,2018,SC,2,16686
3177,2018,SC,3,75084
3178,2018,SC,4,3004
3179,2018,SC,5,110208
3180,2019,SC,0,3372011
3181,2019,SC,1,1344139
3182,2019,SC,2,17645
3183,2019,SC,3,78805
3184,2019,SC,4,4002
3185,2019,SC,5,115930
